physician_id,segment,specialty,region,formulary_tier,adoption_status,adoption_rate_pct,adopted_therapy,patient_panel_size,adopted_patients_est,untapped_patients_est,rep_visit_frequency_q,rep_coverage_band,digital_engagement_score,engagement_band,peer_influence_score,competitor_loyalty_score,patient_oop_cost_estimate,cost_band,pct_medicare_patients,years_in_practice,tenure_band
PHY100339,Advocates (High Adopters),Internal Medicine,South,2 - Standard,Not adopted,1.8,0,128.0,2.0,126.0,5,High (4+/qtr),45.6,Medium,24.3,60.3,46.0,Low ($0-50),46.9,6.0,Mid (6-15 yrs)
PHY100340,Advocates (High Adopters),Cardiology,Midwest,2 - Standard,Not adopted,5.0,0,231.0,12.0,219.0,5,High (4+/qtr),37.4,Medium,45.8,70.6,71.0,Medium ($50-100),34.3,10.0,Mid (6-15 yrs)
PHY100341,Access-Constrained,Internal Medicine,West,2 - Standard,Not adopted,23.2,0,113.0,26.0,87.0,2,Medium (2-3/qtr),84.9,High,57.3,0.0,110.0,High ($100+),57.8,21.0,Senior (16+ yrs)
PHY100342,Advocates (High Adopters),Internal Medicine,West,1 - Preferred (low copay),Not adopted,6.2,0,230.0,14.0,216.0,4,High (4+/qtr),24.6,Low,48.3,46.1,42.0,Low ($0-50),47.5,18.0,Senior (16+ yrs)
PHY100343,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,1.1,0,251.0,3.0,248.0,5,High (4+/qtr),65.5,Medium,19.0,72.0,130.0,High ($100+),20.1,13.0,Mid (6-15 yrs)
PHY100344,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,15.7,0,193.0,30.0,163.0,2,Medium (2-3/qtr),98.1,High,87.7,68.5,5.0,Low ($0-50),40.4,18.0,Senior (16+ yrs)
PHY100345,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,7.3,0,169.0,12.0,157.0,2,Medium (2-3/qtr),73.7,High,70.1,25.6,96.0,Medium ($50-100),62.7,6.0,Mid (6-15 yrs)
PHY100346,Access-Constrained,Internal Medicine,South,3 - Restricted (high copay),Not adopted,2.2,0,204.0,4.0,200.0,5,High (4+/qtr),49.3,Medium,43.3,44.1,106.0,High ($100+),35.3,14.0,Mid (6-15 yrs)
PHY100347,Access-Constrained,Endocrinology,West,2 - Standard,Not adopted,4.1,0,30.0,1.0,29.0,2,Medium (2-3/qtr),25.1,Low,44.1,0.0,129.0,High ($100+),44.7,15.0,Mid (6-15 yrs)
PHY100348,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,4.7,0,198.0,9.0,189.0,1,Low (0-1/qtr),20.0,Low,57.2,58.3,31.0,Low ($0-50),46.2,11.0,Mid (6-15 yrs)
PHY100349,Access-Constrained,Cardiology,West,1 - Preferred (low copay),Not adopted,7.3,0,173.0,13.0,160.0,1,Low (0-1/qtr),40.9,Medium,27.4,12.3,77.0,Medium ($50-100),22.5,17.0,Senior (16+ yrs)
PHY100350,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,1.2,0,177.0,2.0,175.0,3,Medium (2-3/qtr),34.9,Medium,56.5,72.6,111.0,High ($100+),45.7,9.0,Mid (6-15 yrs)
PHY100351,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,1.8,0,222.0,4.0,218.0,3,Medium (2-3/qtr),34.2,Medium,23.4,73.7,67.0,Medium ($50-100),17.1,18.0,Senior (16+ yrs)
PHY100352,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,1.2,0,176.0,2.0,174.0,2,Medium (2-3/qtr),42.8,Medium,48.6,40.5,101.0,High ($100+),28.6,18.0,Senior (16+ yrs)
PHY100353,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,2.4,0,112.0,3.0,109.0,2,Medium (2-3/qtr),47.8,Medium,26.6,60.4,89.0,Medium ($50-100),54.1,1.0,Early (0-5 yrs)
PHY100354,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,1.5,0,172.0,3.0,169.0,2,Medium (2-3/qtr),60.7,Medium,27.6,45.7,73.0,Medium ($50-100),43.4,22.0,Senior (16+ yrs)
PHY100355,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,7.3,0,184.0,13.0,171.0,5,High (4+/qtr),22.8,Low,82.9,54.8,49.0,Low ($0-50),33.4,1.0,Early (0-5 yrs)
PHY100356,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,1.9,0,187.0,4.0,183.0,1,Low (0-1/qtr),35.0,Medium,51.2,27.1,117.0,High ($100+),44.7,10.0,Mid (6-15 yrs)
PHY100357,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,15.5,0,190.0,29.0,161.0,5,High (4+/qtr),46.5,Medium,54.1,62.4,73.0,Medium ($50-100),37.1,21.0,Senior (16+ yrs)
PHY100358,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,1.6,0,242.0,4.0,238.0,0,Low (0-1/qtr),45.7,Medium,9.8,17.2,81.0,Medium ($50-100),38.2,12.0,Mid (6-15 yrs)
PHY100359,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Adopted,38.4,1,115.0,44.0,71.0,2,Medium (2-3/qtr),90.4,High,38.1,13.4,63.0,Medium ($50-100),47.9,4.0,Early (0-5 yrs)
PHY100360,Advocates (High Adopters),Internal Medicine,Northeast,1 - Preferred (low copay),Not adopted,14.2,0,191.0,27.0,164.0,5,High (4+/qtr),55.1,Medium,59.2,47.6,75.0,Medium ($50-100),27.1,6.0,Mid (6-15 yrs)
PHY100361,Access-Constrained,Cardiology,South,3 - Restricted (high copay),Not adopted,3.5,0,257.0,9.0,248.0,5,High (4+/qtr),14.5,Low,53.9,45.8,129.0,High ($100+),38.6,21.0,Senior (16+ yrs)
PHY100362,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,5.9,0,76.0,4.0,72.0,3,Medium (2-3/qtr),59.2,Medium,6.9,55.4,71.0,Medium ($50-100),33.3,1.0,Early (0-5 yrs)
PHY100363,"White Space (High Potential, Under-Engaged)",Cardiology,Northeast,1 - Preferred (low copay),Adopted,24.8,1,191.0,47.0,144.0,1,Low (0-1/qtr),62.0,Medium,54.1,37.0,98.0,Medium ($50-100),14.2,22.0,Senior (16+ yrs)
PHY100364,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,1.7,0,145.0,2.0,143.0,2,Medium (2-3/qtr),47.2,Medium,57.3,87.7,93.0,Medium ($50-100),24.2,14.0,Mid (6-15 yrs)
PHY100365,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,1.6,0,158.0,3.0,155.0,1,Low (0-1/qtr),23.3,Low,75.7,53.2,102.0,High ($100+),61.5,6.0,Mid (6-15 yrs)
PHY100366,"White Space (High Potential, Under-Engaged)",Primary Care,West,2 - Standard,Not adopted,10.7,0,126.0,13.0,113.0,0,Low (0-1/qtr),88.7,High,36.9,54.7,64.0,Medium ($50-100),43.8,10.0,Mid (6-15 yrs)
PHY100367,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,2.6,0,170.0,4.0,166.0,3,Medium (2-3/qtr),26.5,Low,5.2,53.9,34.0,Low ($0-50),18.1,7.0,Mid (6-15 yrs)
PHY100368,Access-Constrained,Endocrinology,West,2 - Standard,Not adopted,5.2,0,290.0,15.0,275.0,0,Low (0-1/qtr),64.5,Medium,30.1,70.1,77.0,Medium ($50-100),14.9,20.0,Senior (16+ yrs)
PHY100369,Advocates (High Adopters),Internal Medicine,Northeast,1 - Preferred (low copay),Not adopted,6.7,0,104.0,7.0,97.0,4,High (4+/qtr),54.4,Medium,28.1,61.5,62.0,Medium ($50-100),36.3,19.0,Senior (16+ yrs)
PHY100370,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,2 - Standard,Not adopted,8.6,0,110.0,9.0,101.0,3,Medium (2-3/qtr),63.2,Medium,64.7,58.8,41.0,Low ($0-50),61.4,2.0,Early (0-5 yrs)
PHY100371,Advocates (High Adopters),Endocrinology,South,2 - Standard,Not adopted,2.9,0,102.0,3.0,99.0,6,High (4+/qtr),87.6,High,0.0,64.7,97.0,Medium ($50-100),35.2,11.0,Mid (6-15 yrs)
PHY100372,Advocates (High Adopters),Endocrinology,Midwest,1 - Preferred (low copay),Not adopted,14.8,0,284.0,42.0,242.0,6,High (4+/qtr),62.4,Medium,41.0,13.5,92.0,Medium ($50-100),57.6,8.0,Mid (6-15 yrs)
PHY100373,Advocates (High Adopters),Endocrinology,South,1 - Preferred (low copay),Not adopted,18.7,0,152.0,28.0,124.0,3,Medium (2-3/qtr),37.7,Medium,78.5,14.3,74.0,Medium ($50-100),43.3,23.0,Senior (16+ yrs)
PHY100374,"White Space (High Potential, Under-Engaged)",Cardiology,South,1 - Preferred (low copay),Adopted,39.9,1,178.0,71.0,107.0,3,Medium (2-3/qtr),74.3,High,50.1,48.5,43.0,Low ($0-50),45.1,5.0,Early (0-5 yrs)
PHY100375,Advocates (High Adopters),Cardiology,South,1 - Preferred (low copay),Adopted,37.4,1,156.0,58.0,98.0,4,High (4+/qtr),36.1,Medium,67.9,46.0,40.0,Low ($0-50),18.0,25.0,Senior (16+ yrs)
PHY100376,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,2.8,0,123.0,3.0,120.0,4,High (4+/qtr),53.6,Medium,17.2,61.6,92.0,Medium ($50-100),52.1,14.0,Mid (6-15 yrs)
PHY100377,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,0.5,0,166.0,1.0,165.0,4,High (4+/qtr),21.6,Low,18.0,50.4,106.0,High ($100+),33.0,6.0,Mid (6-15 yrs)
PHY100378,Access-Constrained,Endocrinology,Northeast,3 - Restricted (high copay),Not adopted,1.2,0,327.0,4.0,323.0,2,Medium (2-3/qtr),27.3,Low,78.7,61.6,121.0,High ($100+),50.9,9.0,Mid (6-15 yrs)
PHY100379,Advocates (High Adopters),Primary Care,Northeast,2 - Standard,Not adopted,10.3,0,264.0,27.0,237.0,4,High (4+/qtr),51.1,Medium,52.0,25.1,100.0,Medium ($50-100),25.8,8.0,Mid (6-15 yrs)
PHY100380,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,2.8,0,129.0,4.0,125.0,4,High (4+/qtr),58.1,Medium,52.1,49.8,112.0,High ($100+),40.7,5.0,Early (0-5 yrs)
PHY100381,Access-Constrained,Internal Medicine,Northeast,2 - Standard,Not adopted,8.3,0,219.0,18.0,201.0,3,Medium (2-3/qtr),12.5,Low,27.6,23.2,57.0,Medium ($50-100),43.3,15.0,Mid (6-15 yrs)
PHY100382,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,2.9,0,130.0,4.0,126.0,5,High (4+/qtr),60.9,Medium,52.0,57.7,116.0,High ($100+),35.7,5.0,Early (0-5 yrs)
PHY100383,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,10.9,0,73.0,8.0,65.0,5,High (4+/qtr),32.0,Low,27.1,12.4,51.0,Medium ($50-100),44.1,1.0,Early (0-5 yrs)
PHY100384,Advocates (High Adopters),Endocrinology,Northeast,1 - Preferred (low copay),Not adopted,41.4,0,241.0,100.0,141.0,5,High (4+/qtr),78.2,High,73.7,57.0,58.0,Medium ($50-100),34.0,11.0,Mid (6-15 yrs)
PHY100385,Access-Constrained,Internal Medicine,West,2 - Standard,Not adopted,22.9,0,250.0,57.0,193.0,4,High (4+/qtr),42.3,Medium,100.0,20.6,107.0,High ($100+),28.3,1.0,Early (0-5 yrs)
PHY100386,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,2.1,0,243.0,5.0,238.0,2,Medium (2-3/qtr),25.3,Low,59.7,42.3,84.0,Medium ($50-100),62.1,9.0,Mid (6-15 yrs)
PHY100387,Access-Constrained,Internal Medicine,West,2 - Standard,Not adopted,1.0,0,152.0,2.0,150.0,3,Medium (2-3/qtr),51.7,Medium,37.3,67.9,120.0,High ($100+),53.7,8.0,Mid (6-15 yrs)
PHY100388,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,1.2,0,170.0,2.0,168.0,3,Medium (2-3/qtr),29.8,Low,0.0,54.5,121.0,High ($100+),26.6,8.0,Mid (6-15 yrs)
PHY100389,Access-Constrained,Internal Medicine,South,3 - Restricted (high copay),Not adopted,4.4,0,225.0,10.0,215.0,3,Medium (2-3/qtr),77.9,High,16.3,17.1,107.0,High ($100+),46.5,28.0,Senior (16+ yrs)
PHY100390,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,16.7,0,203.0,34.0,169.0,3,Medium (2-3/qtr),50.0,Medium,81.1,36.6,54.0,Medium ($50-100),26.9,14.0,Mid (6-15 yrs)
PHY100391,Advocates (High Adopters),Cardiology,Midwest,2 - Standard,Not adopted,26.0,0,156.0,41.0,115.0,5,High (4+/qtr),46.7,Medium,29.4,20.0,42.0,Low ($0-50),20.2,16.0,Senior (16+ yrs)
PHY100392,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,3.9,0,83.0,3.0,80.0,1,Low (0-1/qtr),63.0,Medium,42.6,16.1,118.0,High ($100+),53.5,2.0,Early (0-5 yrs)
PHY100393,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,3.3,0,187.0,6.0,181.0,2,Medium (2-3/qtr),27.9,Low,63.1,52.4,77.0,Medium ($50-100),12.4,9.0,Mid (6-15 yrs)
PHY100394,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,3.4,0,245.0,8.0,237.0,2,Medium (2-3/qtr),21.6,Low,79.6,61.2,98.0,Medium ($50-100),51.9,16.0,Senior (16+ yrs)
PHY100395,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,14.5,0,108.0,16.0,92.0,4,High (4+/qtr),59.0,Medium,46.0,58.8,77.0,Medium ($50-100),34.2,7.0,Mid (6-15 yrs)
PHY100396,Access-Constrained,Internal Medicine,Northeast,3 - Restricted (high copay),Not adopted,0.5,0,218.0,1.0,217.0,2,Medium (2-3/qtr),25.8,Low,41.9,62.1,79.0,Medium ($50-100),34.8,20.0,Senior (16+ yrs)
PHY100397,Access-Constrained,Endocrinology,South,3 - Restricted (high copay),Not adopted,1.1,0,200.0,2.0,198.0,0,Low (0-1/qtr),25.8,Low,51.4,49.8,87.0,Medium ($50-100),44.1,6.0,Mid (6-15 yrs)
PHY100398,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,4.6,0,225.0,10.0,215.0,4,High (4+/qtr),68.4,High,37.4,44.5,124.0,High ($100+),46.7,12.0,Mid (6-15 yrs)
PHY100399,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,15.5,0,232.0,36.0,196.0,2,Medium (2-3/qtr),61.6,Medium,38.5,28.5,92.0,Medium ($50-100),25.6,10.0,Mid (6-15 yrs)
PHY100400,Advocates (High Adopters),Endocrinology,South,2 - Standard,Not adopted,11.2,0,138.0,15.0,123.0,4,High (4+/qtr),22.4,Low,58.2,41.2,70.0,Medium ($50-100),48.8,15.0,Mid (6-15 yrs)
PHY100401,Advocates (High Adopters),Internal Medicine,South,2 - Standard,Not adopted,7.3,0,83.0,6.0,77.0,4,High (4+/qtr),36.4,Medium,53.7,23.6,82.0,Medium ($50-100),39.7,10.0,Mid (6-15 yrs)
PHY100402,Advocates (High Adopters),Primary Care,West,1 - Preferred (low copay),Adopted,35.2,1,148.0,52.0,96.0,3,Medium (2-3/qtr),30.1,Low,92.6,33.1,87.0,Medium ($50-100),19.2,12.0,Mid (6-15 yrs)
PHY100403,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,6.5,0,233.0,15.0,218.0,0,Low (0-1/qtr),89.1,High,58.8,51.8,108.0,High ($100+),35.5,12.0,Mid (6-15 yrs)
PHY100404,"White Space (High Potential, Under-Engaged)",Internal Medicine,Northeast,1 - Preferred (low copay),Not adopted,36.0,0,147.0,53.0,94.0,1,Low (0-1/qtr),69.9,High,73.0,47.6,23.0,Low ($0-50),58.7,9.0,Mid (6-15 yrs)
PHY100405,Access-Constrained,Internal Medicine,Northeast,3 - Restricted (high copay),Not adopted,0.3,0,138.0,0.0,138.0,2,Medium (2-3/qtr),40.7,Medium,28.6,100.0,151.0,High ($100+),63.1,17.0,Senior (16+ yrs)
PHY100406,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,7.3,0,71.0,5.0,66.0,1,Low (0-1/qtr),62.7,Medium,60.5,23.1,109.0,High ($100+),48.8,16.0,Senior (16+ yrs)
PHY100407,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,5.9,0,285.0,17.0,268.0,4,High (4+/qtr),20.2,Low,35.5,47.5,81.0,Medium ($50-100),20.1,13.0,Mid (6-15 yrs)
PHY100408,Advocates (High Adopters),Cardiology,Midwest,2 - Standard,Not adopted,17.3,0,230.0,40.0,190.0,6,High (4+/qtr),35.2,Medium,57.9,21.5,55.0,Medium ($50-100),45.4,11.0,Mid (6-15 yrs)
PHY100409,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,3.8,0,226.0,9.0,217.0,2,Medium (2-3/qtr),52.3,Medium,63.8,42.2,136.0,High ($100+),50.8,20.0,Senior (16+ yrs)
PHY100410,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,4.9,0,238.0,12.0,226.0,3,Medium (2-3/qtr),59.9,Medium,51.0,43.1,72.0,Medium ($50-100),48.9,12.0,Mid (6-15 yrs)
PHY100411,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Not adopted,26.8,0,215.0,58.0,157.0,4,High (4+/qtr),47.9,Medium,98.1,66.9,24.0,Low ($0-50),49.8,12.0,Mid (6-15 yrs)
PHY100412,Advocates (High Adopters),Cardiology,South,1 - Preferred (low copay),Adopted,39.5,1,165.0,65.0,100.0,4,High (4+/qtr),55.5,Medium,78.6,41.0,54.0,Medium ($50-100),43.4,15.0,Mid (6-15 yrs)
PHY100413,Access-Constrained,Internal Medicine,Midwest,2 - Standard,Not adopted,8.3,0,170.0,14.0,156.0,4,High (4+/qtr),51.7,Medium,73.5,46.2,163.0,High ($100+),36.9,26.0,Senior (16+ yrs)
PHY100414,Access-Constrained,Cardiology,Midwest,3 - Restricted (high copay),Not adopted,11.2,0,154.0,17.0,137.0,7,High (4+/qtr),46.4,Medium,65.3,41.4,110.0,High ($100+),28.9,5.0,Early (0-5 yrs)
PHY100415,"White Space (High Potential, Under-Engaged)",Endocrinology,South,1 - Preferred (low copay),Adopted,60.7,1,338.0,205.0,133.0,0,Low (0-1/qtr),43.5,Medium,85.3,22.0,41.0,Low ($0-50),9.5,19.0,Senior (16+ yrs)
PHY100416,Access-Constrained,Cardiology,Midwest,3 - Restricted (high copay),Not adopted,3.3,0,213.0,7.0,206.0,3,Medium (2-3/qtr),40.6,Medium,21.3,37.0,85.0,Medium ($50-100),43.1,1.0,Early (0-5 yrs)
PHY100417,Advocates (High Adopters),Primary Care,South,1 - Preferred (low copay),Not adopted,20.9,0,152.0,32.0,120.0,6,High (4+/qtr),55.1,Medium,77.4,42.4,104.0,High ($100+),40.8,16.0,Senior (16+ yrs)
PHY100418,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,5.5,0,208.0,11.0,197.0,1,Low (0-1/qtr),59.0,Medium,30.2,51.5,106.0,High ($100+),46.4,25.0,Senior (16+ yrs)
PHY100419,Advocates (High Adopters),Internal Medicine,Northeast,1 - Preferred (low copay),Not adopted,11.5,0,119.0,14.0,105.0,4,High (4+/qtr),54.4,Medium,38.7,61.2,95.0,Medium ($50-100),17.9,17.0,Senior (16+ yrs)
PHY100420,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,3.6,0,270.0,10.0,260.0,1,Low (0-1/qtr),24.1,Low,61.2,45.3,91.0,Medium ($50-100),47.7,15.0,Mid (6-15 yrs)
PHY100421,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,1.5,0,140.0,2.0,138.0,3,Medium (2-3/qtr),28.0,Low,74.7,45.0,116.0,High ($100+),68.8,10.0,Mid (6-15 yrs)
PHY100422,Advocates (High Adopters),Cardiology,West,2 - Standard,Not adopted,16.3,0,210.0,34.0,176.0,5,High (4+/qtr),58.8,Medium,26.9,15.6,64.0,Medium ($50-100),39.2,14.0,Mid (6-15 yrs)
PHY100423,"White Space (High Potential, Under-Engaged)",Cardiology,South,1 - Preferred (low copay),Not adopted,29.4,0,244.0,72.0,172.0,1,Low (0-1/qtr),82.4,High,39.7,60.8,64.0,Medium ($50-100),37.1,12.0,Mid (6-15 yrs)
PHY100424,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,1.2,0,203.0,2.0,201.0,3,Medium (2-3/qtr),53.4,Medium,52.0,36.1,117.0,High ($100+),42.6,8.0,Mid (6-15 yrs)
PHY100425,Access-Constrained,Internal Medicine,West,3 - Restricted (high copay),Not adopted,0.9,0,186.0,2.0,184.0,2,Medium (2-3/qtr),40.9,Medium,46.3,64.9,145.0,High ($100+),68.5,12.0,Mid (6-15 yrs)
PHY100426,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,14.1,0,181.0,26.0,155.0,3,Medium (2-3/qtr),54.9,Medium,67.1,76.3,93.0,Medium ($50-100),22.6,15.0,Mid (6-15 yrs)
PHY100427,Advocates (High Adopters),Internal Medicine,South,2 - Standard,Not adopted,9.3,0,177.0,16.0,161.0,3,Medium (2-3/qtr),25.0,Low,100.0,46.2,69.0,Medium ($50-100),41.0,9.0,Mid (6-15 yrs)
PHY100428,Access-Constrained,Cardiology,West,3 - Restricted (high copay),Not adopted,3.9,0,145.0,6.0,139.0,3,Medium (2-3/qtr),78.8,High,58.4,29.5,112.0,High ($100+),26.0,8.0,Mid (6-15 yrs)
PHY100429,"White Space (High Potential, Under-Engaged)",Internal Medicine,Northeast,1 - Preferred (low copay),Not adopted,9.9,0,153.0,15.0,138.0,0,Low (0-1/qtr),54.1,Medium,35.3,49.7,18.0,Low ($0-50),29.8,4.0,Early (0-5 yrs)
PHY100430,Access-Constrained,Internal Medicine,Northeast,3 - Restricted (high copay),Not adopted,4.0,0,269.0,11.0,258.0,1,Low (0-1/qtr),35.3,Medium,24.1,57.0,52.0,Medium ($50-100),37.3,17.0,Senior (16+ yrs)
PHY100431,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,4.5,0,173.0,8.0,165.0,3,Medium (2-3/qtr),46.3,Medium,43.5,43.7,81.0,Medium ($50-100),58.2,18.0,Senior (16+ yrs)
PHY100432,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,0.7,0,133.0,1.0,132.0,2,Medium (2-3/qtr),38.4,Medium,31.2,38.7,101.0,High ($100+),65.0,16.0,Senior (16+ yrs)
PHY100433,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,1 - Preferred (low copay),Not adopted,17.0,0,149.0,25.0,124.0,4,High (4+/qtr),78.9,High,59.4,61.3,53.0,Medium ($50-100),44.7,21.0,Senior (16+ yrs)
PHY100434,Advocates (High Adopters),Cardiology,Northeast,1 - Preferred (low copay),Adopted,38.9,1,246.0,96.0,150.0,4,High (4+/qtr),45.6,Medium,59.0,60.0,81.0,Medium ($50-100),32.4,15.0,Mid (6-15 yrs)
PHY100435,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,3.2,0,221.0,7.0,214.0,4,High (4+/qtr),53.4,Medium,40.7,43.1,120.0,High ($100+),75.4,17.0,Senior (16+ yrs)
PHY100436,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,23.0,0,214.0,49.0,165.0,2,Medium (2-3/qtr),62.6,Medium,89.7,16.9,98.0,Medium ($50-100),31.6,16.0,Senior (16+ yrs)
PHY100437,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,1.0,0,165.0,2.0,163.0,2,Medium (2-3/qtr),33.7,Medium,35.3,59.1,158.0,High ($100+),29.4,13.0,Mid (6-15 yrs)
PHY100438,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,6.0,0,214.0,13.0,201.0,3,Medium (2-3/qtr),54.3,Medium,47.6,34.7,123.0,High ($100+),11.4,10.0,Mid (6-15 yrs)
PHY100439,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,7.7,0,141.0,11.0,130.0,2,Medium (2-3/qtr),56.0,Medium,62.8,54.3,68.0,Medium ($50-100),58.9,29.0,Senior (16+ yrs)
PHY100440,Advocates (High Adopters),Internal Medicine,West,1 - Preferred (low copay),Not adopted,8.0,0,164.0,13.0,151.0,6,High (4+/qtr),15.8,Low,67.8,53.0,66.0,Medium ($50-100),52.5,11.0,Mid (6-15 yrs)
PHY100441,Advocates (High Adopters),Cardiology,Midwest,2 - Standard,Not adopted,43.7,0,238.0,104.0,134.0,4,High (4+/qtr),55.6,Medium,75.6,12.2,53.0,Medium ($50-100),74.3,9.0,Mid (6-15 yrs)
PHY100442,Advocates (High Adopters),Primary Care,Midwest,2 - Standard,Not adopted,7.4,0,232.0,17.0,215.0,6,High (4+/qtr),49.0,Medium,58.6,51.6,109.0,High ($100+),17.2,17.0,Senior (16+ yrs)
PHY100443,"White Space (High Potential, Under-Engaged)",Cardiology,Northeast,2 - Standard,Not adopted,6.9,0,121.0,8.0,113.0,2,Medium (2-3/qtr),52.9,Medium,71.0,60.3,24.0,Low ($0-50),59.9,16.0,Senior (16+ yrs)
PHY100444,Access-Constrained,Endocrinology,Midwest,3 - Restricted (high copay),Not adopted,1.2,0,129.0,2.0,127.0,5,High (4+/qtr),50.8,Medium,36.7,62.7,95.0,Medium ($50-100),39.1,4.0,Early (0-5 yrs)
PHY100445,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,2.4,0,187.0,4.0,183.0,4,High (4+/qtr),55.7,Medium,68.4,52.3,111.0,High ($100+),50.1,22.0,Senior (16+ yrs)
PHY100446,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,1 - Preferred (low copay),Not adopted,35.4,0,284.0,101.0,183.0,1,Low (0-1/qtr),79.4,High,68.1,10.5,40.0,Low ($0-50),13.3,13.0,Mid (6-15 yrs)
PHY100447,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,2 - Standard,Not adopted,0.7,0,65.0,0.0,65.0,0,Low (0-1/qtr),24.1,Low,80.3,75.5,74.0,Medium ($50-100),60.0,6.0,Mid (6-15 yrs)
PHY100448,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,0.7,0,197.0,1.0,196.0,1,Low (0-1/qtr),42.5,Medium,16.6,58.2,131.0,High ($100+),49.8,22.0,Senior (16+ yrs)
PHY100449,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,2.0,0,97.0,2.0,95.0,2,Medium (2-3/qtr),64.7,Medium,31.9,25.9,113.0,High ($100+),37.4,18.0,Senior (16+ yrs)
PHY100450,"White Space (High Potential, Under-Engaged)",Cardiology,Northeast,1 - Preferred (low copay),Not adopted,30.3,0,142.0,43.0,99.0,2,Medium (2-3/qtr),60.6,Medium,66.5,34.2,43.0,Low ($0-50),47.7,5.0,Early (0-5 yrs)
PHY100451,Access-Constrained,Internal Medicine,Northeast,2 - Standard,Not adopted,3.6,0,158.0,6.0,152.0,0,Low (0-1/qtr),60.1,Medium,0.0,54.6,73.0,Medium ($50-100),26.5,26.0,Senior (16+ yrs)
